id,name,rarity,collection,series,holofoil_price,reverse_holofoil_price,release_date,nationalPokedexNumbers,artist,popularite
ex11-99,Master Ball,Uncommon,Delta Species,EX,,6.49,2005/10/31,,Keiji Kinebuchi,Non référencé
ex16-94,Flygon ex,Rare Holo EX,Power Keepers,EX,46.04,,2007/02/02,[330],Mitsuhiro Arita,#26
ex13-102,Gyarados ★ δ,Rare Holo Star,Holon Phantoms,EX,598.0,,2006/05/01,[130],Masakazu Fukuda,Non référencé
xy6-97,Double Dragon Energy,Uncommon,Roaring Skies,XY,,6.42,2015/05/06,,5ban Graphics,Non référencé
ex5-94,Kyogre ex,Rare Holo EX,Hidden Legends,EX,103.87,,2004/06/01,[382],Hikaru Koike,#115
bw9-103,Superior Energy Retrieval,Uncommon,Plasma Freeze,Black & White,,8.41,2013/05/08,,5ban Graphics,Non référencé
hgss4-100,Darkrai & Cresselia LEGEND,LEGEND,HS—Triumphant,HeartGold & SoulSilver,47.53,,2010/11/03,"[488, 491]",Shinji Higuchi + Noriko Takaya,#44
ex2-95,Aggron ex,Rare Holo EX,Sandstorm,EX,43.25,,2003/09/18,[306],Hikaru Koike,#52
ex2-96,Gardevoir ex,Rare Holo EX,Sandstorm,EX,72.35,,2003/09/18,[282],Hikaru Koike,#9
hgss4-101,Palkia & Dialga LEGEND,LEGEND,HS—Triumphant,HeartGold & SoulSilver,46.07,,2010/11/03,"[483, 484]",Shinji Higuchi + Sachiko Eba,#125
ex13-104,Pikachu ★,Rare Holo Star,Holon Phantoms,EX,999.99,,2006/05/01,[25],Masakazu Fukuda,#19
ex8-102,Rayquaza ex,Rare Holo EX,Deoxys,EX,169.38,,2005/02/01,[384],Shin-ichi Yoshikawa,#8
sm6-95,Ultra Necrozma-GX,Rare Holo GX,Forbidden Light,Sun & Moon,7.01,,2018/05/04,[800],PLANETA Otani,#229
ex10-103,Feraligatr ex,Rare Holo EX,Unseen Forces,EX,50.0,,2005/08/01,[160],Hikaru Koike,#97
ex8-103,Salamence ex,Rare Holo EX,Deoxys,EX,110.0,,2005/02/01,[373],Hikaru Koike,#62
ex16-97,Shiftry ex,Rare Holo EX,Power Keepers,EX,27.14,,2007/02/02,[275],Ryo Ueda,Non référencé
ex8-104,Sharpedo ex,Rare Holo EX,Deoxys,EX,67.55,,2005/02/01,[319],Hikaru Koike,Non référencé
xy12-101,M Charizard-EX,Rare Ultra,Evolutions,XY,49.75,,2016/11/02,[6],5ban Graphics,#4
ex16-98,Skarmory ex,Rare Holo EX,Power Keepers,EX,40.8,,2007/02/02,[227],Ryo Ueda,Non référencé
dp7-97,Heatran LV.X,Rare Holo LV.X,Stormfront,Diamond & Pearl,17.74,,2008/11/01,[485],Shizurow,Non référencé
ex13-105,Grass Energy,Rare Holo,Holon Phantoms,EX,5.38,,2006/05/01,,,Non référencé
bw5-93,Dark Patch,Uncommon,Dark Explorers,Black & White,,6.12,2012/05/09,,5ban Graphics,Non référencé
ex10-100,Warp Energy,Uncommon,Unseen Forces,EX,,8.22,2005/08/01,,Shin-ichi Yoshikawa,Non référencé
ex10-101,Blissey ex,Rare Holo EX,Unseen Forces,EX,61.0,,2005/08/01,[242],Ryo Ueda,Non référencé
pl2-103,Alakazam E4 LV.X,Rare Holo LV.X,Rising Rivals,Platinum,60.59,,2009/05/16,[65],Ryo Ueda,Non référencé
ex6-99,Super Scoop Up,Uncommon,FireRed & LeafGreen,EX,,5.75,2004/09/01,,Keiji Kinebuchi,Non référencé
xy5-106,M Gardevoir-EX,Rare Holo EX,Primal Clash,XY,7.21,,2015/02/04,[282],5ban Graphics,#9
ecard1-92,Wartortle,Uncommon,Expedition Base Set,E-Card,,35.21,2002/09/15,[8],Atsuko Nishida,Non référencé
pl4-AR3,Arceus,Rare,Arceus,Platinum,8.0,,2009/11/04,[493],Wataru Kawahara,#63
bwp-BW93,Umbreon,Promo,BW Black Star Promos,Black & White,49.05,,2011/03/01,[197],The Pokémon Company Art Team,#5
ex14-98,Swampert ex,Rare Holo EX,Crystal Guardians,EX,60.5,,2006/08/01,[260],Ryo Ueda,#56
ex8-101,Manectric ex,Rare Holo EX,Deoxys,EX,50.17,,2005/02/01,[310],Hikaru Koike,Non référencé
ex6-100,VS Seeker,Uncommon,FireRed & LeafGreen,EX,,15.11,2004/09/01,,K. Utsunomiya,Non référencé
ex5-95,Metagross ex,Rare Holo EX,Hidden Legends,EX,96.0,,2004/06/01,[376],Mitsuhiro Arita,#34
ex9-100,Registeel ex,Rare Holo EX,Emerald,EX,36.99,,2005/05/01,[379],Hikaru Koike,Non référencé
ex7-100,Rocket's Moltres ex,Rare Holo EX,Team Rocket Returns,EX,329.99,,2004/11/01,[146],Ryo Ueda,Non référencé
bw3-101,N,Rare Ultra,Noble Victories,Black & White,99.0,,2011/11/16,,Ken Sugimori,Non référencé
pl2-106,Gallade E4 LV.X,Rare Holo LV.X,Rising Rivals,Platinum,33.0,,2009/05/16,[475],Ryo Ueda,#127
bw3-102,Meowth,Rare Secret,Noble Victories,Black & White,39.83,,2011/11/16,[52],Kouki Saitou,Non référencé
pl4-AR5,Arceus,Rare,Arceus,Platinum,16.91,,2009/11/04,[493],Mitsuhiro Arita,#63
dp5-100,Porygon-Z LV.X,Rare Holo LV.X,Majestic Dawn,Diamond & Pearl,58.81,,2008/05/01,[474],Ryo Ueda,#161
ex7-97,Rocket's Entei ex,Rare Holo EX,Team Rocket Returns,EX,345.95,,2004/11/01,[244],Ryo Ueda,#186
hgss1-110,Typhlosion,Rare Prime,HeartGold & SoulSilver,HeartGold & SoulSilver,26.77,,2010/02/10,[157],Wataru Kawahara,#35
ex11-97,Holon Scientist,Uncommon,Delta Species,EX,,6.34,2005/10/31,,Ken Sugimori,Non référencé
ex14-96,Sceptile ex δ,Rare Holo EX,Crystal Guardians,EX,78.92,,2006/08/01,[254],Shizurow,#28
ex15-89,Scramble Energy,Uncommon,Dragon Frontiers,EX,,5.3,2006/11/01,,Takumi Akabane,Non référencé
hgss4-98,Yanmega,Rare Prime,HS—Triumphant,HeartGold & SoulSilver,9.04,,2010/11/03,[469],Noriko Hotta,Non référencé
ex13-101,Mightyena ex,Rare Holo EX,Holon Phantoms,EX,40.5,,2006/05/01,[262],Ryo Ueda,#238
bw3-100,Cobalion,Rare Ultra,Noble Victories,Black & White,28.72,,2011/11/16,[638],5ban Graphics,Non référencé
bw4-103,Hydreigon,Rare Secret,Next Destinies,Black & White,130.0,,2012/02/08,[635],5ban Graphics,#27
ex5-93,Groudon ex,Rare Holo EX,Hidden Legends,EX,110.61,,2004/06/01,[383],Hikaru Koike,#153
ex2-94,Aerodactyl ex,Rare Holo EX,Sandstorm,EX,82.46,,2003/09/18,[142],Hikaru Koike,Non référencé
ex7-99,Rocket's Mewtwo ex,Rare Holo EX,Team Rocket Returns,EX,296.74,,2004/11/01,[150],Mitsuhiro Arita,#33
ex10-102,Espeon ex,Rare Holo EX,Unseen Forces,EX,432.67,,2005/08/01,[196],Ryo Ueda,#46
xy6-98,Thundurus-EX,Rare Ultra,Roaring Skies,XY,5.83,,2015/05/06,[642],Ryo Ueda,Non référencé
pl2-105,Flygon LV.X,Rare Holo LV.X,Rising Rivals,Platinum,82.74,,2009/05/16,[330],Shizurow,#26
dp7-96,Dusknoir LV.X,Rare Holo LV.X,Stormfront,Diamond & Pearl,41.13,,2008/11/01,[477],Shizurow,Non référencé
ex2-97,Kabutops ex,Rare Holo EX,Sandstorm,EX,47.49,,2003/09/18,[141],Ryo Ueda,Non référencé
bw7-108,Ditto,Rare Holo,Boundaries Crossed,Black & White,10.05,12.18,2012/11/07,[132],HiRON,#135
xy6-100,M Gallade-EX,Rare Ultra,Roaring Skies,XY,16.43,,2015/05/06,[475],5ban Graphics,#127
ex15-93,Gardevoir ex δ,Rare Holo EX,Dragon Frontiers,EX,71.89,,2006/11/01,[282],Masahiko Ishii,#9
pl2-107,Hippowdon LV.X,Rare Holo LV.X,Rising Rivals,Platinum,29.24,,2009/05/16,[450],Shizurow,Non référencé
pl4-AR6,Arceus,Rare,Arceus,Platinum,7.89,,2009/11/04,[493],Wataru Kawahara,#63
ex10-104,Ho-Oh ex,Rare Holo EX,Unseen Forces,EX,140.0,,2005/08/01,[250],Mitsuhiro Arita,#96
ex7-103,Rocket's Sneasel ex,Rare Holo EX,Team Rocket Returns,EX,166.63,,2004/11/01,[215],Ryo Ueda,Non référencé
ex9-97,Raichu ex,Rare Holo EX,Emerald,EX,77.57,,2005/05/01,[26],Mitsuhiro Arita,#165
bw3-99,Terrakion,Rare Ultra,Noble Victories,Black & White,22.52,,2011/11/16,[639],5ban Graphics,Non référencé
bw4-102,Zoroark,Rare Secret,Next Destinies,Black & White,65.88,,2012/02/08,[571],5ban Graphics,#23
dp5-98,Glaceon LV.X,Rare Holo LV.X,Majestic Dawn,Diamond & Pearl,270.0,,2008/05/01,[471],Ryo Ueda,#58
ex11-98,Holon Transceiver,Uncommon,Delta Species,EX,,25.31,2005/10/31,,Mitsuhiro Arita,Non référencé
bwp-BW91,Jolteon,Promo,BW Black Star Promos,Black & White,20.28,,2011/03/01,[135],The Pokémon Company Art Team,#168
ex14-97,Shiftry ex,Rare Holo EX,Crystal Guardians,EX,38.99,,2006/08/01,[275],Ryo Ueda,Non référencé
ex9-98,Regice ex,Rare Holo EX,Emerald,EX,68.02,,2005/05/01,[378],Hikaru Koike,Non référencé
ex7-98,Rocket's Hitmonchan ex,Rare Holo EX,Team Rocket Returns,EX,92.25,,2004/11/01,[107],Mitsuhiro Arita,Non référencé
pl2-104,Floatzel GL LV.X,Rare Holo LV.X,Rising Rivals,Platinum,39.98,,2009/05/16,[419],Mitsuhiro Arita,Non référencé
bwp-BW92,Espeon,Promo,BW Black Star Promos,Black & White,31.5,,2011/03/01,[196],The Pokémon Company Art Team,#46
ex9-99,Regirock ex,Rare Holo EX,Emerald,EX,100.23,,2005/05/01,[377],Hikaru Koike,Non référencé
bw7-105,Raticate,Uncommon,Boundaries Crossed,Black & White,,8.45,2012/11/07,[20],Naoki Saito,Non référencé
ex15-91,Dragonite ex δ,Rare Holo EX,Dragon Frontiers,EX,203.0,,2006/11/01,[149],Ryo Ueda,#32
xyp-XY96,Umbreon,Promo,XY Black Star Promos,XY,28.66,,2013/10/12,[197],kawayoo,#5
ex16-95,Metagross ex,Rare Holo EX,Power Keepers,EX,50.46,,2007/02/02,[376],Ryo Ueda,#34
hgss1-112,Ho-Oh LEGEND,LEGEND,HeartGold & SoulSilver,HeartGold & SoulSilver,51.12,,2010/02/10,[250],Shinji Higuchi,#96
dp5-99,Leafeon LV.X,Rare Holo LV.X,Majestic Dawn,Diamond & Pearl,242.97,,2008/05/01,[470],Ryo Ueda,#80
ex13-103,Mewtwo ★,Rare Holo Star,Holon Phantoms,EX,265.49,,2006/05/01,[150],Masakazu Fukuda,#33
pl4-AR4,Arceus,Rare,Arceus,Platinum,21.35,,2009/11/04,[493],Kouki Saitou,#63
ex16-96,Salamence ex,Rare Holo EX,Power Keepers,EX,60.93,,2007/02/02,[373],Mitsuhiro Arita,#62
ex7-101,Rocket's Scizor ex,Rare Holo EX,Team Rocket Returns,EX,249.65,,2004/11/01,[212],Hikaru Koike,#37
xyp-XY98,M Aerodactyl-EX,Promo,XY Black Star Promos,XY,9.36,,2013/10/12,[142],5ban Graphics,Non référencé
ex15-92,Flygon ex δ,Rare Holo EX,Dragon Frontiers,EX,70.1,,2006/11/01,[330],Nakaoka,#26
hgss1-113,Lugia LEGEND,LEGEND,HeartGold & SoulSilver,HeartGold & SoulSilver,107.7,,2010/02/10,[249],Shinji Higuchi,#15
bwp-BW94,Eevee,Promo,BW Black Star Promos,Black & White,33.74,,2011/03/01,[133],The Pokémon Company Art Team,#20
ex9-102,Fire Energy,Rare Holo,Emerald,EX,20.12,,2005/05/01,,,Non référencé
ex14-100,Celebi ★,Rare Holo Star,Crystal Guardians,EX,332.01,,2006/08/01,[251],Masakazu Fukuda,#84
ex7-102,Rocket's Scyther ex,Rare Holo EX,Team Rocket Returns,EX,194.83,,2004/11/01,[123],Hikaru Koike,Non référencé
hgss4-102,Palkia & Dialga LEGEND,LEGEND,HS—Triumphant,HeartGold & SoulSilver,41.15,,2010/11/03,"[483, 484]",Shinji Higuchi + Sachiko Eba,#125
ex5-97,Regice ex,Rare Holo EX,Hidden Legends,EX,69.35,,2004/06/01,[378],Mitsuhiro Arita,Non référencé
hgss1-114,Lugia LEGEND,LEGEND,HeartGold & SoulSilver,HeartGold & SoulSilver,114.98,,2010/02/10,[249],Shinji Higuchi,#15
xy12-100,M Venusaur-EX,Rare Ultra,Evolutions,XY,18.42,,2016/11/02,[3],5ban Graphics,#183
ex9-101,Grass Energy,Rare Holo,Emerald,EX,11.51,,2005/05/01,,,Non référencé
ex14-99,Alakazam ★,Rare Holo Star,Crystal Guardians,EX,404.99,,2006/08/01,[65],Masakazu Fukuda,Non référencé
xy6-99,Gallade-EX,Rare Ultra,Roaring Skies,XY,6.04,,2015/05/06,[475],Ryo Ueda,#127
ex5-96,Ninetales ex,Rare Holo EX,Hidden Legends,EX,135.54,,2004/06/01,[38],Ryo Ueda,#91
sm6-96,Arceus ◇,Rare Prism Star,Forbidden Light,Sun & Moon,5.1,,2018/05/04,[493],Masakazu Fukuda,#63
ex2-98,Raichu ex,Rare Holo EX,Sandstorm,EX,76.98,,2003/09/18,[26],Ryo Ueda,#165
ex9-103,Water Energy,Rare Holo,Emerald,EX,14.02,,2005/05/01,,,Non référencé
pl4-AR7,Arceus,Rare,Arceus,Platinum,19.17,,2009/11/04,[493],Kagemaru Himeno,#63
ex9-104,Lightning Energy,Rare Holo,Emerald,EX,13.77,,2005/05/01,,,Non référencé
ex5-98,Regirock ex,Rare Holo EX,Hidden Legends,EX,61.15,,2004/06/01,[377],Mitsuhiro Arita,Non référencé
pl4-AR8,Arceus,Rare,Arceus,Platinum,12.29,,2009/11/04,[493],Hajime Kusajima,#63
pl2-109,Luxray GL LV.X,Rare Holo LV.X,Rising Rivals,Platinum,90.0,,2009/05/16,[405],Mitsuhiro Arita,#21
ex11-103,Darkness Energy,Rare,Delta Species,EX,,6.07,2005/10/31,,Milky Isobe,Non référencé
ex15-94,Kingdra ex δ,Rare Holo EX,Dragon Frontiers,EX,31.22,,2006/11/01,[230],Masahiko Ishii,Non référencé
xyp-XY100,Mewtwo,Promo,XY Black Star Promos,XY,5.46,,2013/10/12,[150],match,#33
ex13-106,Fire Energy,Rare Holo,Holon Phantoms,EX,7.91,,2006/05/01,,,Non référencé
ex10-106,Meganium ex,Rare Holo EX,Unseen Forces,EX,53.87,,2005/08/01,[154],Ryo Ueda,Non référencé
pl2-108,Infernape E4 LV.X,Rare Holo LV.X,Rising Rivals,Platinum,68.01,,2009/05/16,[392],Ryo Ueda,#40
ex16-99,Walrein ex,Rare Holo EX,Power Keepers,EX,29.24,,2007/02/02,[365],Ryo Ueda,Non référencé
bw7-109,Snorlax,Uncommon,Boundaries Crossed,Black & White,,8.07,2012/11/07,[143],Ken Sugimori,#89
bwp-BW97,Eevee,Promo,BW Black Star Promos,Black & White,239.98,,2011/03/01,[133],Akira Komayama,#20
dp7-98,Machamp LV.X,Rare Holo LV.X,Stormfront,Diamond & Pearl,44.46,,2008/11/01,[68],Ryo Ueda,Non référencé
ex16-100,Flareon ★,Rare Holo Star,Power Keepers,EX,255.33,,2007/02/02,[136],Masakazu Fukuda,Non référencé
smp-SM104,Solgaleo-GX,Promo,SM Black Star Promos,Sun & Moon,5.03,,2017/02/03,[791],PLANETA,#108
ex6-105,Charizard ex,Rare Holo EX,FireRed & LeafGreen,EX,694.99,,2004/09/01,[6],Hiromichi Sugiyama,#4
ex9-106,Fighting Energy,Rare Holo,Emerald,EX,6.55,,2005/05/01,,,Non référencé
ex8-105,Latias ★,Rare Holo Star,Deoxys,EX,600.0,,2005/02/01,[380],Masakazu Fukuda,#99
bw9-107,Life Dew,Rare ACE,Plasma Freeze,Black & White,8.7,,2013/05/08,,5ban Graphics,Non référencé
hgss4-FOUR,Alph Lithograph,Rare Secret,HS—Triumphant,HeartGold & SoulSilver,80.0,,2010/11/03,,Milky Isobe,Non référencé
ex10-105,Lugia ex,Rare Holo EX,Unseen Forces,EX,254.2,,2005/08/01,[249],Hikaru Koike,#15
pl1-105,Cyrus's Conspiracy,Uncommon,Platinum,Platinum,,5.99,2009/02/11,,Ken Sugimori,Non référencé
xy12-102,M Blastoise-EX,Rare Ultra,Evolutions,XY,22.39,,2016/11/02,[9],5ban Graphics,#106
ex7-104,Rocket's Snorlax ex,Rare Holo EX,Team Rocket Returns,EX,499.99,,2004/11/01,[143],Mitsuhiro Arita,#89
ex2-99,Typhlosion ex,Rare Holo EX,Sandstorm,EX,73.39,,2003/09/18,[157],Hikaru Koike,#35
ex8-106,Latios ★,Rare Holo Star,Deoxys,EX,742.39,,2005/02/01,[381],Masakazu Fukuda,#149
base6-100,Full Heal Energy,Uncommon,Legendary Collection,Other,,31.62,2002/05/24,,Keiji Kinebuchi,Non référencé
bwp-BW98,Mew,Promo,BW Black Star Promos,Black & White,60.0,,2011/03/01,[151],Naoki Saito,#33
smp-SM103,Lunala-GX,Promo,SM Black Star Promos,Sun & Moon,10.04,,2017/02/03,[792],PLANETA,#197
bwp-BW96,Tornadus-EX,Promo,BW Black Star Promos,Black & White,11.12,,2011/03/01,[641],Ryo Ueda,Non référencé
xy6-101,Latios-EX,Rare Ultra,Roaring Skies,XY,14.76,,2015/05/06,[381],Ryo Ueda,#149
ex1-95,Rainbow Energy,Rare,Ruby & Sapphire,EX,,5.79,2003/07/01,,Takumi Akabane,Non référencé
ex6-104,Blastoise ex,Rare Holo EX,FireRed & LeafGreen,EX,161.5,,2004/09/01,[9],Hikaru Koike,#106
ex9-105,Psychic Energy,Rare Holo,Emerald,EX,16.44,,2005/05/01,,,Non référencé
xy6-102,M Latios-EX,Rare Ultra,Roaring Skies,XY,19.53,,2015/05/06,[381],5ban Graphics,#149
bw2-97,Thundurus,Rare Ultra,Emerging Powers,Black & White,6.42,,2011/08/31,[642],5ban Graphics,Non référencé
ex8-107,Rayquaza ★,Rare Holo Star,Deoxys,EX,1740.0,,2005/02/01,[384],Masakazu Fukuda,#8
ex7-105,Rocket's Suicune ex,Rare Holo EX,Team Rocket Returns,EX,249.95,,2004/11/01,[245],Ryo Ueda,#57
xy9-96,All-Night Party,Uncommon,BREAKpoint,XY,,5.03,2016/02/03,,Hitoshi Ariga,Non référencé
ex15-95,Latias ex δ,Rare Holo EX,Dragon Frontiers,EX,68.2,,2006/11/01,[380],Shizurow,#99
xy11-108,Steelix-EX,Rare Ultra,Steam Siege,XY,5.38,,2016/08/03,[208],Ryo Ueda,Non référencé
col1-SL10,Rayquaza,Rare Holo,Call of Legends,HeartGold & SoulSilver,299.99,,2011/02/09,[384],Noriko Hotta,#8
ex6-106,Clefable ex,Rare Holo EX,FireRed & LeafGreen,EX,47.8,,2004/09/01,[36],Mitsuhiro Arita,Non référencé
ex13-107,Water Energy,Rare Holo,Holon Phantoms,EX,8.17,,2006/05/01,,,Non référencé
ex1-98,Hitmonchan ex,Rare Holo EX,Ruby & Sapphire,EX,32.65,,2003/07/01,[107],Hiromichi Sugiyama,Non référencé
ex6-107,Electrode ex,Rare Holo EX,FireRed & LeafGreen,EX,56.35,,2004/09/01,[101],Ryo Ueda,Non référencé
dp4-100,Moonlight Stadium,Uncommon,Great Encounters,Diamond & Pearl,,8.71,2008/02/01,,Ryo Ueda,Non référencé
pl2-110,Mismagius GL LV.X,Rare Holo LV.X,Rising Rivals,Platinum,23.48,,2009/05/16,[429],Kent Kanetsuna,#211
ex1-97,Electabuzz ex,Rare Holo EX,Ruby & Sapphire,EX,30.4,,2003/07/01,[125],Hikaru Koike,Non référencé
ex16-101,Jolteon ★,Rare Holo Star,Power Keepers,EX,800.0,,2007/02/02,[135],Masakazu Fukuda,#168
xy12-103,Mewtwo-EX,Rare Ultra,Evolutions,XY,14.24,,2016/11/02,[150],Ryo Ueda,#33
ex10-107,Politoed ex,Rare Holo EX,Unseen Forces,EX,48.87,,2005/08/01,[186],Ryo Ueda,Non référencé
base6-101,Potion Energy,Uncommon,Legendary Collection,Other,,29.5,2002/05/24,,Keiji Kinebuchi,Non référencé
xy6-104,Rayquaza-EX,Rare Ultra,Roaring Skies,XY,54.12,,2015/05/06,[384],Ryo Ueda,#8
ex16-102,Vaporeon ★,Rare Holo Star,Power Keepers,EX,504.0,,2007/02/02,[134],Masakazu Fukuda,#118
ex2-100,Wailord ex,Rare Holo EX,Sandstorm,EX,56.42,,2003/09/18,[321],Ryo Ueda,Non référencé
ex5-99,Registeel ex,Rare Holo EX,Hidden Legends,EX,87.02,,2004/06/01,[379],Mitsuhiro Arita,Non référencé
bw8-101,Snorlax,Rare,Plasma Storm,Black & White,,12.79,2013/02/06,[143],5ban Graphics,#89
ex7-106,Rocket's Zapdos ex,Rare Holo EX,Team Rocket Returns,EX,222.6,,2004/11/01,[145],Ryo Ueda,Non référencé
bw9-109,Heatran-EX,Rare Ultra,Plasma Freeze,Black & White,28.46,,2013/05/08,[485],5ban Graphics,Non référencé
xyp-XY101,Mewtwo,Promo,XY Black Star Promos,XY,5.69,,2013/10/12,[150],match,#33
ex9-107,Farfetch'd,Rare Secret,Emerald,EX,38.47,,2005/05/01,[83],Masakazu Fukuda,Non référencé
xyp-XY102,Aurorus-EX,Promo,XY Black Star Promos,XY,10.47,,2013/10/12,[699],Toyste Beach,#191
ex10-108,Scizor ex,Rare Holo EX,Unseen Forces,EX,82.55,,2005/08/01,[212],Mitsuhiro Arita,#37
dp7-100,Regigigas LV.X,Rare Holo LV.X,Stormfront,Diamond & Pearl,43.89,,2008/11/01,[486],Shizurow,Non référencé
ex6-108,Gengar ex,Rare Holo EX,FireRed & LeafGreen,EX,301.25,,2004/09/01,[94],Mitsuhiro Arita,#10
dp7-101,Charmander,Rare Secret,Stormfront,Diamond & Pearl,70.59,,2008/11/01,[4],Mitsuhiro Arita,#130
col1-SL11,Suicune,Rare Holo,Call of Legends,HeartGold & SoulSilver,200.0,,2011/02/09,[245],Ayaka Yoshida,#57
ex1-96,Chansey ex,Rare Holo EX,Ruby & Sapphire,EX,28.92,,2003/07/01,[113],Ryo Ueda,Non référencé
pl4-AR9,Arceus,Rare,Arceus,Platinum,12.06,,2009/11/04,[493],TOKIYA,#63
xy6-103,Hydreigon-EX,Rare Ultra,Roaring Skies,XY,16.15,,2015/05/06,[635],Ryo Ueda,#27
dp7-99,Raichu LV.X,Rare Holo LV.X,Stormfront,Diamond & Pearl,52.46,,2008/11/01,[26],Ryo Ueda,#165
ex8-108,Rocket's Raikou ex,Rare Secret,Deoxys,EX,122.77,,2005/02/01,[243],Ryo Ueda,Non référencé
bw2-98,Tornadus,Rare Ultra,Emerging Powers,Black & White,6.43,,2011/08/31,[641],5ban Graphics,Non référencé
ex5-100,Vileplume ex,Rare Holo EX,Hidden Legends,EX,50.68,,2004/06/01,[45],Ryo Ueda,Non référencé
xy11-109,M Steelix-EX,Rare Ultra,Steam Siege,XY,9.21,,2016/08/03,[208],5ban Graphics,Non référencé
base6-102,Pokémon Breeder,Rare,Legendary Collection,Other,,9.99,2002/05/24,,Ken Sugimori,Non référencé
bw9-110,Thundurus-EX,Rare Ultra,Plasma Freeze,Black & White,35.77,,2013/05/08,[642],5ban Graphics,Non référencé
ex11-107,Metal Energy,Rare,Delta Species,EX,,6.13,2005/10/31,,Milky Isobe,Non référencé
ex10-110,Typhlosion ex,Rare Holo EX,Unseen Forces,EX,76.99,,2005/08/01,[157],Mitsuhiro Arita,#35
xy6-106,Shaymin-EX,Rare Ultra,Roaring Skies,XY,10.08,,2015/05/06,[492],Ryo Ueda,#100
sm9-113,Latias & Latios-GX,Rare Holo GX,Team Up,Sun & Moon,22.06,,2019/02/01,"[380, 381]",Mitsuhiro Arita,#99
sm8-106,Nihilego,Rare Holo,Lost Thunder,Sun & Moon,8.39,9.79,2018/11/02,[793],Megumi Mizutani,Non référencé
ex10-109,Steelix ex,Rare Holo EX,Unseen Forces,EX,106.46,,2005/08/01,[208],Ryo Ueda,Non référencé
ex13-108,Lightning Energy,Rare Holo,Holon Phantoms,EX,7.77,,2006/05/01,,,Non référencé
ex1-99,Lapras ex,Rare Holo EX,Ruby & Sapphire,EX,48.52,,2003/07/01,[131],Hikaru Koike,#66
ex6-109,Gyarados ex,Rare Holo EX,FireRed & LeafGreen,EX,141.75,,2004/09/01,[130],Hikaru Koike,Non référencé
xyp-XY104,M Mawile-EX,Promo,XY Black Star Promos,XY,11.15,,2013/10/12,[303],5ban Graphics,#116
dp7-102,Charmeleon,Rare Secret,Stormfront,Diamond & Pearl,64.31,,2008/11/01,[5],Mitsuhiro Arita,Non référencé
bw9-112,Latias-EX,Rare Ultra,Plasma Freeze,Black & White,80.21,,2013/05/08,[380],Ryo Ueda,#99
bw11-114,Reshiram,Rare Secret,Legendary Treasures,Black & White,111.97,,2013/11/06,[643],5ban Graphics,#87
pl2-111,Snorlax LV.X,Rare Holo LV.X,Rising Rivals,Platinum,185.0,,2009/05/16,[143],Shizurow,#89
base6-103,Pokémon Trader,Rare,Legendary Collection,Other,,41.39,2002/05/24,,Ken Sugimori,Non référencé
xy12-105,M Pidgeot-EX,Rare Ultra,Evolutions,XY,6.22,,2016/11/02,[18],5ban Graphics,Non référencé
ex5-101,Wigglytuff ex,Rare Holo EX,Hidden Legends,EX,55.11,,2004/06/01,[40],Ryo Ueda,Non référencé
xy6-105,M Rayquaza-EX,Rare Ultra,Roaring Skies,XY,157.8,,2015/05/06,[384],5ban Graphics,#8
ex15-96,Latios ex δ,Rare Holo EX,Dragon Frontiers,EX,125.0,,2006/11/01,[381],Ryo Ueda,#149
base6-104,Scoop Up,Rare,Legendary Collection,Other,,31.8,2002/05/24,,Keiji Kinebuchi,Non référencé
ex5-102,Groudon,Rare Secret,Hidden Legends,EX,41.52,,2004/06/01,[383],Mitsuhiro Arita,#153
ex11-108,Flareon ex,Rare Holo EX,Delta Species,EX,151.65,,2005/10/31,[136],Ryo Ueda,Non référencé
dp4-102,Rare Candy,Uncommon,Great Encounters,Diamond & Pearl,,11.17,2008/02/01,,Ryo Ueda,Non référencé
bw9-111,Deoxys-EX,Rare Ultra,Plasma Freeze,Black & White,79.2,,2013/05/08,[386],5ban Graphics,#179
ex1-100,Magmar ex,Rare Holo EX,Ruby & Sapphire,EX,25.98,,2003/07/01,[126],Hikaru Koike,Non référencé
base6-105,The Boss's Way,Uncommon,Legendary Collection,Other,,37.06,2002/05/24,,Ken Sugimori,Non référencé
ex7-109,Treecko ★,Rare Holo Star,Team Rocket Returns,EX,750.0,,2004/11/01,[252],Masakazu Fukuda,#202
xy12-106,Dragonite-EX,Rare Ultra,Evolutions,XY,14.95,,2016/11/02,[149],Ryo Ueda,#32
ex13-109,Psychic Energy,Rare Holo,Holon Phantoms,EX,7.7,,2006/05/01,,,Non référencé
ex1-101,Mewtwo ex,Rare Holo EX,Ruby & Sapphire,EX,100.82,,2003/07/01,[150],Katsura Tabata,#33
ex15-97,Rayquaza ex δ,Rare Holo EX,Dragon Frontiers,EX,168.2,,2006/11/01,[384],Ryo Ueda,#8
sm7-109,Rayquaza-GX,Rare Holo GX,Celestial Storm,Sun & Moon,5.83,,2018/08/03,[384],5ban Graphics,#8
g1-RC21,Sylveon-EX,Rare Holo EX,Generations,XY,15.7,,2016/02/22,[700],sui,#6
xy6-107,Wally,Rare Ultra,Roaring Skies,XY,11.58,,2015/05/06,,Emi Ando,Non référencé
bw5-102,Ultra Ball,Uncommon,Dark Explorers,Black & White,,6.23,2012/05/09,,5ban Graphics,Non référencé
