id,name,rarity,collection,series,holofoil_price,reverse_holofoil_price,release_date,nationalPokedexNumbers,artist,images_url,popularity_rank
sm10-107,Greninja & Zoroark-GX,Rare Holo GX,Unbroken Bonds,Sun & Moon,16.62,,2019/05/03,"[571, 658]",Mitsuhiro Arita,https://images.pokemontcg.io/sm10/107_hires.png,#1
bw9-115,Ghetsis,Rare Ultra,Plasma Freeze,Black & White,70.43,,2013/05/08,,Kanako Eo,https://images.pokemontcg.io/bw9/115_hires.png,Not Referenced
bw9-116,Professor Juniper,Rare Ultra,Plasma Freeze,Black & White,91.39,,2013/05/08,,Kanako Eo,https://images.pokemontcg.io/bw9/116_hires.png,Not Referenced
bw9-117,Empoleon,Rare Secret,Plasma Freeze,Black & White,107.33,,2013/05/08,[395],Ayaka Yoshida,https://images.pokemontcg.io/bw9/117_hires.png,#72
xy3-105,Heracross-EX,Rare Ultra,Furious Fists,XY,11.27,,2014/08/13,[214],Ryo Ueda,https://images.pokemontcg.io/xy3/105_hires.png,#107
ex6-115,Moltres ex,Rare Secret,FireRed & LeafGreen,EX,100.76,,2004/09/01,[146],Ryo Ueda,https://images.pokemontcg.io/ex6/115_hires.png,Not Referenced
xy6-110,VS Seeker,Rare Secret,Roaring Skies,XY,14.73,,2015/05/06,,5ban Graphics,https://images.pokemontcg.io/xy6/110_hires.png,Not Referenced
dp3-125,Roseanne's Research,Uncommon,Secret Wonders,Diamond & Pearl,,6.15,2007/11/01,,Kanako Eo,https://images.pokemontcg.io/dp3/125_hires.png,Not Referenced
ex6-116,Zapdos ex,Rare Secret,FireRed & LeafGreen,EX,127.49,,2004/09/01,[145],Ryo Ueda,https://images.pokemontcg.io/ex6/116_hires.png,Not Referenced
xyp-XY110,Mew,Promo,XY Black Star Promos,XY,22.24,,2013/10/12,[151],Kouki Saitou,https://images.pokemontcg.io/xyp/XY110_hires.png,#33
pl2-RT5,Wash Rotom,Rare,Rising Rivals,Platinum,,16.57,2009/05/16,[479],Hiroki Fuchino,https://images.pokemontcg.io/pl2/RT5_hires.png,#201
xy4-109,VS Seeker,Uncommon,Phantom Forces,XY,,7.35,2014/11/05,,5ban Graphics,https://images.pokemontcg.io/xy4/109_hires.png,Not Referenced
bw11-RC7,Pikachu,Uncommon,Legendary Treasures,Black & White,13.76,,2013/11/06,[25],Atsuko Nishida,https://images.pokemontcg.io/bw11/RC7_hires.png,#19
bw9-119,Garbodor,Rare Secret,Plasma Freeze,Black & White,104.00,,2013/05/08,[569],Ayaka Yoshida,https://images.pokemontcg.io/bw9/119_hires.png,Not Referenced
pl1-118,Team Galactic's Invention G-105 Poké Turn,Uncommon,Platinum,Platinum,,6.57,2009/02/11,,Makoto Imai,https://images.pokemontcg.io/pl1/118_hires.png,Not Referenced
bw9-120,Garchomp,Rare Secret,Plasma Freeze,Black & White,121.08,,2013/05/08,[445],Ayaka Yoshida,https://images.pokemontcg.io/bw9/120_hires.png,#7
xyp-XY113,Manaphy,Promo,XY Black Star Promos,XY,10.98,,2013/10/12,[490],Hitoshi Ariga,https://images.pokemontcg.io/xyp/XY113_hires.png,Not Referenced
bw5-111,Pokémon Catcher,Rare Secret,Dark Explorers,Black & White,112.27,,2012/05/09,,5ban Graphics,https://images.pokemontcg.io/bw5/111_hires.png,Not Referenced
xy4-115,Malamar-EX,Rare Ultra,Phantom Forces,XY,5.19,,2014/11/05,[687],Ryo Ueda,https://images.pokemontcg.io/xy4/115_hires.png,#237
sm4-109,Gladion,Rare Ultra,Crimson Invasion,Sun & Moon,11.02,,2017/11/03,,TOKIYA,https://images.pokemontcg.io/sm4/109_hires.png,Not Referenced
xyp-XY111,Celebi,Promo,XY Black Star Promos,XY,8.72,,2013/10/12,[251],Mitsuhiro Arita,https://images.pokemontcg.io/xyp/XY111_hires.png,#84
bw5-109,Gardevoir,Rare Secret,Dark Explorers,Black & White,386.26,,2012/05/09,[282],5ban Graphics,https://images.pokemontcg.io/bw5/109_hires.png,#9
xy3-107,Lucario-EX,Rare Ultra,Furious Fists,XY,84.86,,2014/08/13,[448],Ryo Ueda,https://images.pokemontcg.io/xy3/107_hires.png,#2
bw5-110,Archeops,Rare Secret,Dark Explorers,Black & White,80.25,,2012/05/09,[567],5ban Graphics,https://images.pokemontcg.io/bw5/110_hires.png,Not Referenced
xy3-109,Battle Reporter,Rare Ultra,Furious Fists,XY,8.04,,2014/08/13,,Shin Nagasawa,https://images.pokemontcg.io/xy3/109_hires.png,Not Referenced
xyp-XY114,Darkrai,Promo,XY Black Star Promos,XY,6.19,,2013/10/12,[491],kawayoo,https://images.pokemontcg.io/xyp/XY114_hires.png,#44
ex10-D,Unown,Rare,Unseen Forces,EX,16.10,,2005/08/01,[201],Shin-ichi Yoshikawa,https://images.pokemontcg.io/ex10/D_hires.png,Not Referenced
dp1-120,Empoleon LV.X,Rare Holo LV.X,Diamond & Pearl,Diamond & Pearl,48.82,,2007/05/01,[395],Shizurow,https://images.pokemontcg.io/dp1/120_hires.png,#72
xy4-114,Gengar-EX,Rare Ultra,Phantom Forces,XY,204.52,,2014/11/05,[94],Ryo Ueda,https://images.pokemontcg.io/xy4/114_hires.png,#10
bw6-119,Ho-Oh-EX,Rare Ultra,Dragons Exalted,Black & White,115.44,,2012/08/15,[250],5ban Graphics,https://images.pokemontcg.io/bw6/119_hires.png,#96
g1-RC32,Sylveon-EX,Rare Ultra,Generations,XY,55.26,,2016/02/22,[700],Kanako Eo,https://images.pokemontcg.io/g1/RC32_hires.png,#6
bw9-118,Sigilyph,Rare Secret,Plasma Freeze,Black & White,56.24,,2013/05/08,[561],Ayaka Yoshida,https://images.pokemontcg.io/bw9/118_hires.png,Not Referenced
bw5-108,Tornadus-EX,Rare Ultra,Dark Explorers,Black & White,35.33,,2012/05/09,[641],5ban Graphics,https://images.pokemontcg.io/bw5/108_hires.png,Not Referenced
xy3-106,Seismitoad-EX,Rare Ultra,Furious Fists,XY,7.92,,2014/08/13,[537],Ryo Ueda,https://images.pokemontcg.io/xy3/106_hires.png,Not Referenced
ex10-A,Unown,Rare,Unseen Forces,EX,30.00,,2005/08/01,[201],Shin-ichi Yoshikawa,https://images.pokemontcg.io/ex10/A_hires.png,Not Referenced
sm7-115,Slaking,Rare Holo,Celestial Storm,Sun & Moon,6.81,6.93,2018/08/03,[289],Ken Sugimori,https://images.pokemontcg.io/sm7/115_hires.png,Not Referenced
g1-RC28,Flareon-EX,Rare Ultra,Generations,XY,58.57,,2016/02/22,[136],kirisAki,https://images.pokemontcg.io/g1/RC28_hires.png,Not Referenced
g1-RC29,Pikachu,Rare Ultra,Generations,XY,30.51,,2016/02/22,[25],Kagemaru Himeno,https://images.pokemontcg.io/g1/RC29_hires.png,#19
xyp-XY112,Jirachi,Promo,XY Black Star Promos,XY,9.76,,2013/10/12,[385],Kagemaru Himeno,https://images.pokemontcg.io/xyp/XY112_hires.png,#49
ex10-B,Unown,Rare,Unseen Forces,EX,19.10,,2005/08/01,[201],Shin-ichi Yoshikawa,https://images.pokemontcg.io/ex10/B_hires.png,Not Referenced
xy4-112,Mystery Energy,Uncommon,Phantom Forces,XY,,5.68,2014/11/05,,5ban Graphics,https://images.pokemontcg.io/xy4/112_hires.png,Not Referenced
bw6-117,Blend Energy GrassFirePsychicDarkness,Uncommon,Dragons Exalted,Black & White,,7.79,2012/08/15,,5ban Graphics,https://images.pokemontcg.io/bw6/117_hires.png,Not Referenced
xy3-110,Fossil Researcher,Rare Ultra,Furious Fists,XY,10.18,,2014/08/13,,Naoki Saito,https://images.pokemontcg.io/xy3/110_hires.png,Not Referenced
xyp-XY115,Shaymin,Promo,XY Black Star Promos,XY,19.20,,2013/10/12,[492],You Iribi,https://images.pokemontcg.io/xyp/XY115_hires.png,#100
xy3-111,Korrina,Rare Ultra,Furious Fists,XY,27.81,,2014/08/13,,Yusuke Ohmura,https://images.pokemontcg.io/xy3/111_hires.png,Not Referenced
ex10-117,Celebi ex,Rare Secret,Unseen Forces,EX,399.99,,2005/08/01,[251],Ryo Ueda,https://images.pokemontcg.io/ex10/117_hires.png,#84
pl2-RT6,Charon's Choice,Rare,Rising Rivals,Platinum,,8.63,2009/05/16,,Ken Sugimori,https://images.pokemontcg.io/pl2/RT6_hires.png,Not Referenced
xy3-108,Dragonite-EX,Rare Ultra,Furious Fists,XY,36.54,,2014/08/13,[149],Ryo Ueda,https://images.pokemontcg.io/xy3/108_hires.png,#32
bw7-122,Stoutland,Rare Holo,Boundaries Crossed,Black & White,5.20,2.83,2012/11/07,[508],Shin Nagasawa,https://images.pokemontcg.io/bw7/122_hires.png,Not Referenced
g1-RC30,Gardevoir-EX,Rare Ultra,Generations,XY,19.10,,2016/02/22,[282],Mizue,https://images.pokemontcg.io/g1/RC30_hires.png,#9
ex10-C,Unown,Rare,Unseen Forces,EX,16.24,,2005/08/01,[201],Shin-ichi Yoshikawa,https://images.pokemontcg.io/ex10/C_hires.png,Not Referenced
bw9-121,Max Potion,Rare Secret,Plasma Freeze,Black & White,28.14,,2013/05/08,,5ban Graphics,https://images.pokemontcg.io/bw9/121_hires.png,Not Referenced
xy4-113,Manectric-EX,Rare Ultra,Phantom Forces,XY,7.24,,2014/11/05,[310],Ryo Ueda,https://images.pokemontcg.io/xy4/113_hires.png,Not Referenced
g1-RC31,M Gardevoir-EX,Rare Ultra,Generations,XY,33.76,,2016/02/22,[282],Megumi Mizutani,https://images.pokemontcg.io/g1/RC31_hires.png,#9
bw9-122,Ultra Ball,Rare Secret,Plasma Freeze,Black & White,358.30,,2013/05/08,,5ban Graphics,https://images.pokemontcg.io/bw9/122_hires.png,Not Referenced
bw6-118,Blend Energy WaterLightningFightingMetal,Uncommon,Dragons Exalted,Black & White,,11.02,2012/08/15,,5ban Graphics,https://images.pokemontcg.io/bw6/118_hires.png,Not Referenced
ex10-E,Unown,Rare,Unseen Forces,EX,19.38,,2005/08/01,[201],Shin-ichi Yoshikawa,https://images.pokemontcg.io/ex10/E_hires.png,Not Referenced
dp1-121,Infernape LV.X,Rare Holo LV.X,Diamond & Pearl,Diamond & Pearl,44.27,,2007/05/01,[392],Shizurow,https://images.pokemontcg.io/dp1/121_hires.png,#40
pl1-122,Dialga G LV.X,Rare Holo LV.X,Platinum,Platinum,22.25,,2009/02/11,[483],Mitsuhiro Arita,https://images.pokemontcg.io/pl1/122_hires.png,#125
xy3-112,M Heracross-EX,Rare Secret,Furious Fists,XY,19.03,,2014/08/13,[214],5ban Graphics,https://images.pokemontcg.io/xy3/112_hires.png,#107
dp1-122,Torterra LV.X,Rare Holo LV.X,Diamond & Pearl,Diamond & Pearl,45.06,,2007/05/01,[389],Shizurow,https://images.pokemontcg.io/dp1/122_hires.png,#83
bw6-120,Mew-EX,Rare Ultra,Dragons Exalted,Black & White,104.38,,2012/08/15,[151],5ban Graphics,https://images.pokemontcg.io/bw6/120_hires.png,#33
dp3-131,Gardevoir LV.X,Rare Holo LV.X,Secret Wonders,Diamond & Pearl,57.78,,2007/11/01,[282],Ryo Ueda,https://images.pokemontcg.io/dp3/131_hires.png,#9
xy10-116,Glaceon-EX,Rare Ultra,Fates Collide,XY,14.26,,2016/05/02,[471],Ryo Ueda,https://images.pokemontcg.io/xy10/116_hires.png,#58
pl1-123,Drapion LV.X,Rare Holo LV.X,Platinum,Platinum,24.72,,2009/02/11,[452],Ryo Ueda,https://images.pokemontcg.io/pl1/123_hires.png,Not Referenced
sm4-110,Lusamine,Rare Ultra,Crimson Invasion,Sun & Moon,35.83,,2017/11/03,,Megumi Mizutani,https://images.pokemontcg.io/sm4/110_hires.png,Not Referenced
xy3-113,M Lucario-EX,Rare Secret,Furious Fists,XY,42.96,,2014/08/13,[448],5ban Graphics,https://images.pokemontcg.io/xy3/113_hires.png,#2
ex10-G,Unown,Rare,Unseen Forces,EX,24.29,,2005/08/01,[201],Shin-ichi Yoshikawa,https://images.pokemontcg.io/ex10/G_hires.png,Not Referenced
sm4-111,Olivia,Rare Ultra,Crimson Invasion,Sun & Moon,12.96,,2017/11/03,,Naoki Saito,https://images.pokemontcg.io/sm4/111_hires.png,Not Referenced
xy4-118,Lysandre's Trump Card,Rare Ultra,Phantom Forces,XY,10.63,,2014/11/05,,Hitoshi Ariga,https://images.pokemontcg.io/xy4/118_hires.png,Not Referenced
bw6-122,Registeel-EX,Rare Ultra,Dragons Exalted,Black & White,46.02,,2012/08/15,[379],5ban Graphics,https://images.pokemontcg.io/bw6/122_hires.png,Not Referenced
dp3-132,Honchkrow LV.X,Rare Holo LV.X,Secret Wonders,Diamond & Pearl,34.77,,2007/11/01,[430],Ryo Ueda,https://images.pokemontcg.io/dp3/132_hires.png,Not Referenced
xy10-117,Alakazam-EX,Rare Ultra,Fates Collide,XY,9.49,,2016/05/02,[65],Ryo Ueda,https://images.pokemontcg.io/xy10/117_hires.png,Not Referenced
bw6-123,Rayquaza-EX,Rare Ultra,Dragons Exalted,Black & White,244.97,,2012/08/15,[384],5ban Graphics,https://images.pokemontcg.io/bw6/123_hires.png,#8
xy4-119,Xerosic,Rare Ultra,Phantom Forces,XY,5.95,,2014/11/05,,Masakazu Fukuda,https://images.pokemontcg.io/xy4/119_hires.png,Not Referenced
sm8-120,Umbreon,Rare,Lost Thunder,Sun & Moon,,9.00,2018/11/02,[197],Ryota Murayama,https://images.pokemontcg.io/sm8/120_hires.png,#5
ex10-F,Unown,Rare,Unseen Forces,EX,14.85,,2005/08/01,[201],Shin-ichi Yoshikawa,https://images.pokemontcg.io/ex10/F_hires.png,Not Referenced
xyp-XY118,Keldeo,Promo,XY Black Star Promos,XY,5.40,,2013/10/12,[647],Shin Nagasawa,https://images.pokemontcg.io/xyp/XY118_hires.png,#208
pl1-124,Giratina LV.X,Rare Holo LV.X,Platinum,Platinum,70.41,,2009/02/11,[487],Shizurow,https://images.pokemontcg.io/pl1/124_hires.png,#77
pl1-125,Palkia G LV.X,Rare Holo LV.X,Platinum,Platinum,19.83,,2009/02/11,[484],Mitsuhiro Arita,https://images.pokemontcg.io/pl1/125_hires.png,Not Referenced
sm4-112,Gyarados-GX,Rare Rainbow,Crimson Invasion,Sun & Moon,34.14,,2017/11/03,[130],5ban Graphics,https://images.pokemontcg.io/sm4/112_hires.png,Not Referenced
xy4-116,Florges-EX,Rare Ultra,Phantom Forces,XY,6.97,,2014/11/05,[671],Ryo Ueda,https://images.pokemontcg.io/xy4/116_hires.png,Not Referenced
xyp-XY116,Arceus,Promo,XY Black Star Promos,XY,10.62,,2013/10/12,[493],Naoki Saito,https://images.pokemontcg.io/xyp/XY116_hires.png,#63
bw8-117,Bicycle,Uncommon,Plasma Storm,Black & White,,7.19,2013/02/06,,Toyste Beach,https://images.pokemontcg.io/bw8/117_hires.png,Not Referenced
xy4-117,AZ,Rare Ultra,Phantom Forces,XY,9.48,,2014/11/05,,Naoki Saito,https://images.pokemontcg.io/xy4/117_hires.png,Not Referenced
smp-SM122,Zygarde-GX,Promo,SM Black Star Promos,Sun & Moon,7.77,,2017/02/03,[718],5ban Graphics,https://images.pokemontcg.io/smp/SM122_hires.png,#154
bw8-118,Colress,Uncommon,Plasma Storm,Black & White,,9.02,2013/02/06,,Yusuke Ohmura,https://images.pokemontcg.io/bw8/118_hires.png,Not Referenced
bw6-121,Terrakion-EX,Rare Ultra,Dragons Exalted,Black & White,22.70,,2012/08/15,[639],5ban Graphics,https://images.pokemontcg.io/bw6/121_hires.png,Not Referenced
xy10-118,M Alakazam-EX,Rare Ultra,Fates Collide,XY,27.87,,2016/05/02,[65],5ban Graphics,https://images.pokemontcg.io/xy10/118_hires.png,Not Referenced
xy9-114,Gyarados-EX,Rare Ultra,BREAKpoint,XY,21.74,,2016/02/03,[130],Ryo Ueda,https://images.pokemontcg.io/xy9/114_hires.png,Not Referenced
bw6-124,Giratina-EX,Rare Ultra,Dragons Exalted,Black & White,78.08,,2012/08/15,[487],5ban Graphics,https://images.pokemontcg.io/bw6/124_hires.png,#77
xyp-XY120,Meloetta,Promo,XY Black Star Promos,XY,5.42,,2013/10/12,[648],Megumi Mizutani,https://images.pokemontcg.io/xyp/XY120_hires.png,#133
xy10-119,Umbreon-EX,Rare Ultra,Fates Collide,XY,49.87,,2016/05/02,[197],Ryo Ueda,https://images.pokemontcg.io/xy10/119_hires.png,#5
ex10-I,Unown,Rare,Unseen Forces,EX,12.38,,2005/08/01,[201],Nakaoka,https://images.pokemontcg.io/ex10/I_hires.png,Not Referenced
xy10-121,M Altaria-EX,Rare Ultra,Fates Collide,XY,10.85,,2016/05/02,[334],5ban Graphics,https://images.pokemontcg.io/xy10/121_hires.png,#105
xy9-115,M Gyarados-EX,Rare Ultra,BREAKpoint,XY,39.15,,2016/02/03,[130],5ban Graphics,https://images.pokemontcg.io/xy9/115_hires.png,Not Referenced
xyp-XY121,Charizard-EX,Promo,XY Black Star Promos,XY,58.76,,2013/10/12,[6],Kouki Saitou,https://images.pokemontcg.io/xyp/XY121_hires.png,#4
ex10-J,Unown,Rare,Unseen Forces,EX,19.61,,2005/08/01,[201],Nakaoka,https://images.pokemontcg.io/ex10/J_hires.png,Not Referenced
xy4-122,Dialga-EX,Rare Secret,Phantom Forces,XY,244.38,,2014/11/05,[483],5ban Graphics,https://images.pokemontcg.io/xy4/122_hires.png,#125
sm10-120,Lucario & Melmetal-GX,Rare Holo GX,Unbroken Bonds,Sun & Moon,7.72,,2019/05/03,"[448, 809]",Mitsuhiro Arita,https://images.pokemontcg.io/sm10/120_hires.png,#2
sm4-116,Guzzlord-GX,Rare Rainbow,Crimson Invasion,Sun & Moon,7.13,,2017/11/03,[799],5ban Graphics,https://images.pokemontcg.io/sm4/116_hires.png,Not Referenced
xy9-116,Manaphy-EX,Rare Ultra,BREAKpoint,XY,5.46,,2016/02/03,[490],Ryo Ueda,https://images.pokemontcg.io/xy9/116_hires.png,Not Referenced
dp2-121,Electivire LV.X,Rare Holo LV.X,Mysterious Treasures,Diamond & Pearl,29.90,,2007/08/01,[466],Shizurow,https://images.pokemontcg.io/dp2/121_hires.png,Not Referenced
xy10-122,Kingdra-EX,Rare Ultra,Fates Collide,XY,6.19,,2016/05/02,[230],Ryo Ueda,https://images.pokemontcg.io/xy10/122_hires.png,Not Referenced
xyp-XY122,Blastoise-EX,Promo,XY Black Star Promos,XY,64.51,,2013/10/12,[9],kawayoo,https://images.pokemontcg.io/xyp/XY122_hires.png,#106
pl1-130,Scyther,Rare Secret,Platinum,Platinum,17.12,,2009/02/11,[123],Ken Sugimori,https://images.pokemontcg.io/pl1/130_hires.png,Not Referenced
bw6-128,Rayquaza,Rare Secret,Dragons Exalted,Black & White,299.99,,2012/08/15,[384],5ban Graphics,https://images.pokemontcg.io/bw6/128_hires.png,#8
sm4-117,Kartana-GX,Rare Rainbow,Crimson Invasion,Sun & Moon,5.99,,2017/11/03,[798],5ban Graphics,https://images.pokemontcg.io/sm4/117_hires.png,Not Referenced
smp-SM129,Kyogre,Promo,SM Black Star Promos,Sun & Moon,5.07,,2017/02/03,[382],Anesaki Dynamic,https://images.pokemontcg.io/smp/SM129_hires.png,#115
xy10-124,Team Rocket's Handiwork,Rare Ultra,Fates Collide,XY,8.95,,2016/05/02,,Hitoshi Ariga,https://images.pokemontcg.io/xy10/124_hires.png,Not Referenced
ex10-L,Unown,Rare,Unseen Forces,EX,14.79,,2005/08/01,[201],Nakaoka,https://images.pokemontcg.io/ex10/L_hires.png,Not Referenced
pl1-SH4,Lotad,Rare,Platinum,Platinum,,49.21,2009/02/11,[270],Masakazu Fukuda,https://images.pokemontcg.io/pl1/SH4_hires.png,Not Referenced
xyp-XY124,Pikachu-EX,Promo,XY Black Star Promos,XY,114.08,,2013/10/12,[25],Megumi Mizutani,https://images.pokemontcg.io/xyp/XY124_hires.png,#19
sm4-119,Silvally-GX,Rare Rainbow,Crimson Invasion,Sun & Moon,7.40,,2017/11/03,[773],5ban Graphics,https://images.pokemontcg.io/sm4/119_hires.png,#134
ex10-M,Unown,Rare,Unseen Forces,EX,12.06,,2005/08/01,[201],Nakaoka,https://images.pokemontcg.io/ex10/M_hires.png,Not Referenced
xyp-XY125,Mewtwo-EX,Promo,XY Black Star Promos,XY,29.51,,2013/10/12,[150],Eske Yoshinob,https://images.pokemontcg.io/xyp/XY125_hires.png,#33
pl1-SH5,Swablu,Rare,Platinum,Platinum,,46.00,2009/02/11,[333],Kagemaru Himeno,https://images.pokemontcg.io/pl1/SH5_hires.png,Not Referenced
ex10-H,Unown,Rare,Unseen Forces,EX,7.81,,2005/08/01,[201],Shin-ichi Yoshikawa,https://images.pokemontcg.io/ex10/H_hires.png,Not Referenced
sm4-113,Alolan Golem-GX,Rare Rainbow,Crimson Invasion,Sun & Moon,6.58,,2017/11/03,[76],5ban Graphics,https://images.pokemontcg.io/sm4/113_hires.png,Not Referenced
xy4-121,M Gengar-EX,Rare Secret,Phantom Forces,XY,77.93,,2014/11/05,[94],5ban Graphics,https://images.pokemontcg.io/xy4/121_hires.png,#10
pl1-129,Hitmonchan,Rare Secret,Platinum,Platinum,11.58,,2009/02/11,[107],Ken Sugimori,https://images.pokemontcg.io/pl1/129_hires.png,Not Referenced
bw6-127,Krookodile,Rare Secret,Dragons Exalted,Black & White,62.99,,2012/08/15,[553],5ban Graphics,https://images.pokemontcg.io/bw6/127_hires.png,#90
xy9-117,Espeon-EX,Rare Ultra,BREAKpoint,XY,24.74,,2016/02/03,[196],Ryo Ueda,https://images.pokemontcg.io/xy9/117_hires.png,#46
ex10-K,Unown,Rare,Unseen Forces,EX,26.13,,2005/08/01,[201],Nakaoka,https://images.pokemontcg.io/ex10/K_hires.png,Not Referenced
dp6-131,Cynthia's Feelings,Uncommon,Legends Awakened,Diamond & Pearl,,8.48,2008/08/01,,Ken Sugimori,https://images.pokemontcg.io/dp6/131_hires.png,Not Referenced
dp2-122,Lucario LV.X,Rare Holo LV.X,Mysterious Treasures,Diamond & Pearl,37.94,,2007/08/01,[448],Ryo Ueda,https://images.pokemontcg.io/dp2/122_hires.png,#2
xyp-XY123,Venusaur-EX,Promo,XY Black Star Promos,XY,82.08,,2013/10/12,[3],Naoki Saito,https://images.pokemontcg.io/xyp/XY123_hires.png,#183
sm4-118,Alolan Exeggutor-GX,Rare Rainbow,Crimson Invasion,Sun & Moon,6.61,,2017/11/03,[103],5ban Graphics,https://images.pokemontcg.io/sm4/118_hires.png,Not Referenced
bw7-136,Town Map,Uncommon,Boundaries Crossed,Black & White,,9.30,2012/11/07,,Toyste Beach,https://images.pokemontcg.io/bw7/136_hires.png,Not Referenced
dp2-124,Time-Space Distortion,Rare Secret,Mysterious Treasures,Diamond & Pearl,40.64,,2007/08/01,,Shizurow,https://images.pokemontcg.io/dp2/124_hires.png,Not Referenced
xy4-120,M Manectric-EX,Rare Secret,Phantom Forces,XY,15.71,,2014/11/05,[310],5ban Graphics,https://images.pokemontcg.io/xy4/120_hires.png,Not Referenced
sm4-114,Nihilego-GX,Rare Rainbow,Crimson Invasion,Sun & Moon,7.74,,2017/11/03,[793],5ban Graphics,https://images.pokemontcg.io/sm4/114_hires.png,Not Referenced
bw6-125,Serperior,Rare Secret,Dragons Exalted,Black & White,87.00,,2012/08/15,[497],5ban Graphics,https://images.pokemontcg.io/bw6/125_hires.png,#70
pl1-126,Shaymin LV.X,Rare Holo LV.X,Platinum,Platinum,36.22,,2009/02/11,[492],Shizurow,https://images.pokemontcg.io/pl1/126_hires.png,#100
sm4-115,Buzzwole-GX,Rare Rainbow,Crimson Invasion,Sun & Moon,6.78,,2017/11/03,[794],5ban Graphics,https://images.pokemontcg.io/sm4/115_hires.png,#119
pl1-127,Shaymin LV.X,Rare Holo LV.X,Platinum,Platinum,27.71,,2009/02/11,[492],Shizurow,https://images.pokemontcg.io/pl1/127_hires.png,#100
bw6-126,Reuniclus,Rare Secret,Dragons Exalted,Black & White,50.72,,2012/08/15,[579],5ban Graphics,https://images.pokemontcg.io/bw6/126_hires.png,#128
pl1-128,Electabuzz,Rare Secret,Platinum,Platinum,15.04,,2009/02/11,[125],Ken Sugimori,https://images.pokemontcg.io/pl1/128_hires.png,Not Referenced
xy10-123,Altaria-EX,Rare Ultra,Fates Collide,XY,5.52,,2016/05/02,[334],Ryo Ueda,https://images.pokemontcg.io/xy10/123_hires.png,#105
bw8-123,Hypnotoxic Laser,Uncommon,Plasma Storm,Black & White,,5.61,2013/02/06,,5ban Graphics,https://images.pokemontcg.io/bw8/123_hires.png,Not Referenced
xy9-118,Darkrai-EX,Rare Ultra,BREAKpoint,XY,17.71,,2016/02/03,[491],Ryo Ueda,https://images.pokemontcg.io/xy9/118_hires.png,#44
dp2-123,Magmortar LV.X,Rare Holo LV.X,Mysterious Treasures,Diamond & Pearl,32.14,,2007/08/01,[467],Shizurow,https://images.pokemontcg.io/dp2/123_hires.png,Not Referenced
xy10-125,Alakazam-EX,Rare Secret,Fates Collide,XY,49.12,,2016/05/02,[65],Ryo Ueda,https://images.pokemontcg.io/xy10/125_hires.png,Not Referenced
xy9-119,Scizor-EX,Rare Ultra,BREAKpoint,XY,8.09,,2016/02/03,[212],Ryo Ueda,https://images.pokemontcg.io/xy9/119_hires.png,#37
bw8-126,Virbank City Gym,Uncommon,Plasma Storm,Black & White,,7.47,2013/02/06,,Ryo Ueda,https://images.pokemontcg.io/bw8/126_hires.png,Not Referenced
bw7-137,Computer Search,Rare ACE,Boundaries Crossed,Black & White,33.08,,2012/11/07,,Ryo Ueda,https://images.pokemontcg.io/bw7/137_hires.png,Not Referenced
ex10-O,Unown,Rare,Unseen Forces,EX,11.47,,2005/08/01,[201],Nakaoka,https://images.pokemontcg.io/ex10/O_hires.png,Not Referenced
ex10-P,Unown,Rare,Unseen Forces,EX,13.83,,2005/08/01,[201],Kyoko Koizumi,https://images.pokemontcg.io/ex10/P_hires.png,Not Referenced
xy5-145,Trevenant-EX,Rare Ultra,Primal Clash,XY,9.04,,2015/02/04,[709],Ryo Ueda,https://images.pokemontcg.io/xy5/145_hires.png,Not Referenced
ex10-R,Unown,Rare,Unseen Forces,EX,21.50,,2005/08/01,[201],Nakaoka,https://images.pokemontcg.io/ex10/R_hires.png,Not Referenced
sm4-124,Water Energy,Rare Secret,Crimson Invasion,Sun & Moon,15.03,,2017/11/03,,,https://images.pokemontcg.io/sm4/124_hires.png,Not Referenced
bw7-141,Celebi-EX,Rare Ultra,Boundaries Crossed,Black & White,55.33,,2012/11/07,[251],5ban Graphics,https://images.pokemontcg.io/bw7/141_hires.png,#84
xy5-147,Wailord-EX,Rare Ultra,Primal Clash,XY,18.51,,2015/02/04,[321],Ryo Ueda,https://images.pokemontcg.io/xy5/147_hires.png,Not Referenced
dp6-140,Azelf LV.X,Rare Holo LV.X,Legends Awakened,Diamond & Pearl,42.91,,2008/08/01,[482],Shizurow,https://images.pokemontcg.io/dp6/140_hires.png,Not Referenced
sm6-124,Yveltal-GX,Rare Ultra,Forbidden Light,Sun & Moon,9.08,,2018/05/04,[717],5ban Graphics,https://images.pokemontcg.io/sm6/124_hires.png,#81
bw7-142,Keldeo-EX,Rare Ultra,Boundaries Crossed,Black & White,40.70,,2012/11/07,[647],5ban Graphics,https://images.pokemontcg.io/bw7/142_hires.png,#208
bw8-132,Articuno-EX,Rare Ultra,Plasma Storm,Black & White,64.36,,2013/02/06,[144],Toyste Beach,https://images.pokemontcg.io/bw8/132_hires.png,#184
xy5-149,Primal Kyogre-EX,Rare Ultra,Primal Clash,XY,63.72,,2015/02/04,[382],5ban Graphics,https://images.pokemontcg.io/xy5/149_hires.png,#115
dp6-141,Gliscor LV.X,Rare Holo LV.X,Legends Awakened,Diamond & Pearl,47.54,,2008/08/01,[472],Ryo Ueda,https://images.pokemontcg.io/dp6/141_hires.png,#146
